ID,Work Title,Year,Street Address,Address Data,Primary Artist,Type,Current Status,Property Ownership,Agency or Insitution,Stewardship Responsibility,Program ,Artist Assistants ,Architect,Creation/Dedication Date,Arts District,City,State,Zipcode,Location Name,Location Description,Related Property,Indoor/Outdoor Accessible,Medium,Description of Artwork,General Images,Subject (Person),Comments and Notes,Dimensions,Primary Artist Gender,Fabricator,Maintenance/Conservation Notes,Save Outdoor Sculpture file on record,Funding Source,Wikipedia URL,Year Accuracy,osm_id,Council District,Neighborhood,Community Statistical Area (CSA),4 digit UID,Survey,Activity,Activity Notes,Ownership Accuracy,Latitude,Longitude,Modified
1863.001.CHAP.WiKey,War of 1812 Bomb and Rack,1914,207 E. Redwood Street,,William Keyser,"Monument,Historic Object",in place,Mayor & City Council,Baltimore City Department of Transportation,Commission for Historical and Architectural Preservation (CHAP),Historic Monuments (CHAP),,,,,Baltimore,MD,21201,,,,Outdoor,found object,,,,,,Male,,,,,,,node/6762955376,District 11,Downtown,Downtown/Seton Hill,3372,,,,,39.28886948,-76.61195632,12/8/2022 2:54pm
1916.001.CHAP.HeCre,Boy and Turtle,1912,699 Washington Place,,Henri Crenier,Sculpture,in place,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21201/02,Mount Vernon Place (West Park),,Mount Vernon Place,Outdoor,bronze,,457_Crenier H_1916.JPG (https://v5.airtableusercontent.com/v1/14/14/1674064800000/CundB7K_4LauuOZn-SS2WQ/DwukLrLCxywrmfhOXIuef8ukNmVM1nxuWrn-_9XM-DnmDWWE68-G3koLnlJmNc4e/ngcwdOCPuaNPiI6WczEXuPvjJmG6SlVnREJJ0taGYGg),,Modeled and cast in 1912; lifesize bronze cast ordered by Municipal Art Society of Baltimore and donated to Baltimore City; installed as a fountain in 1924,60 x 36 x 36 in.,Male,,good condition; well maintained and completely restored in bronze in 1992,checked,,,,node/4590244514,District 11,Mount Vernon,Midtown,2571,,"Condition assessment (2009),Condition assessment (1991)","good condition, well maintained and completely restored in bronze in 1992",,39.29750702559792,-76.61650218364414,12/8/2022 2:54pm
1912.001.CHAP.HaSch,Francis Scott Key Relief,1912,10 E. Mount Vernon Place,,Hans K. Schuler,"Monument,Relief",in place,Private Property,,,,,,,,Baltimore,MD,21202,Mt. Vernon Place United Methodist Church,Southwest corner,,Outdoor,bronze,,"580a_Schuler H_1912.JPG (https://v5.airtableusercontent.com/v1/14/14/1674064800000/u1Mi_fW8EE7nQmhXNnzIgg/uEgtQ5XYg31inx-MeYnOGSC4lNf8XlY_wKpupmzgHbMhCLbiNiP2kKkg0dwMWapi/6zyDw1DdSPy_cxgOLU4wuUTPxu7JNJ_mw21wcFPN3AI),580_Schuler H_1912.JPG (https://v5.airtableusercontent.com/v1/14/14/1674064800000/K32H1zpX0PAvwlhBCx3MHg/asOjZCrLiS-PN6x8uPUTQ4J4-yObwrRqtz3jiU9-Bf3pqr-Yg4C4uDmygAAfBtSw/nbiMTwl8zscRrSN6IJVOfqfa58iZrQysBxJDPw9P260)",Francis Scott Key,,17 x 56 1/4 x 2 in.,Male,,,checked,,,,,District 11,Mount Vernon,Midtown,4027,,"Condition assessment (2009),Condition assessment (1991)","good condition, very good condition",,39.297824701146176,-76.61539607565548,12/8/2022 2:54pm
1911.002.CHAP.JeMer,Francis Scott Key Monument,1911,1280 Eutaw Place,,Marius Jean Antonin Mercié,"Monument,Sculpture",in place,Mayor & City Council,,Commission for Historical and Architectural Preservation (CHAP),Historic Monuments (CHAP),,,,,Baltimore,MD,21217,Eutaw Place,,Eutaw Place,Outdoor,,,,Francis Scott Key,,,Male,,,checked,,,,way/380020297,District 11,Madison Park,Upton/Druid Heights,3223,,Conservation treatment (1999),,,39.30388820,-76.62604325,12/8/2022 2:54pm
1911.004.EmBou,Fruit,1911,10 Art Museum Drive,,Emile Antoine Bourdelle,Sculpture,,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,The Wurtzburger Sculpture Garden,,Baltimore Museum of Art,Outdoor,bronze,,,,Original model 1902-1911; this cast 1952,,Female,,,,,,,node/8761464288,District 14,Johns Hopkins Homewood,Greater Charles Village/Barclay,1832,,,,,39.3263415,-76.6189174,12/8/2022 2:54pm
1911.001.CHAP.RiBro,John Mifflin Hood Monument,1911,324 Saint Paul Street,,Richard Edwin Brooks,"Monument,Sculpture",in place,Mayor & City Council,Baltimore City Department of Recreation & Parks,"Commission for Historical and Architectural Preservation (CHAP),Downtown Partnership of Baltimore",,,,5/11/1911,,Baltimore,MD,21202,Preston Gardens,,,Outdoor,bronze,,"329c_Brooks R_1911.JPG (https://v5.airtableusercontent.com/v1/14/14/1674064800000/uJCIRrUZPuQvZp3eM8DGog/gLKrCNf2WjeutQVQNIEYYe97lQtOotfBrl9n6Iery8DB8wKFuLQY4kWlnDP2sd0z/5no0LS_yZ-jkBFkixoOuURJXS0MmX71y6nlkfudRSZ8),329b_Brooks R_1911.JPG (https://v5.airtableusercontent.com/v1/14/14/1674064800000/sILXJdD4Nh-VbuzLiNaoeg/rsdE0Nac_BlhdqZQO3HHsgNYCDuLfrVjdtv9Zx0rivA39O0Ptm3DmqaV3EdysTF3/nZ4VVodc-wI-yKI8qiItAWFEmQApy_zsIEKuO88rn3c),329a_Brooks R_1911.JPG (https://v5.airtableusercontent.com/v1/14/14/1674064800000/IxgS1Bf-yTtleYR2uIx0mw/pXa8tQ8Gn8YKiHSyHhmJ7u007RQc_AJL29Is0j7xrreDk1OPYP14ec8pBim33Dr7/AAhqa86Kv1KKlGpILM8qbebfWsC5sFuqLd7VeToEbek),329_Brooks R_1911.JPG (https://v5.airtableusercontent.com/v1/14/14/1674064800000/cMIayf19dNAON4MBzXWE_A/brMLeQx-MdmtdkYzfW31ofxUDRQxaO3vpFIXRdFxL6M1Cxtasyjy_7zI6z4dsyiL/DgJE0j-AoNCfjk-QTANZRLub46TmKg8KVyFX7ajmBFI)",General John M. Hood,,8 ft. x 82 in. x 82 in.,Male,,,checked,,,,node/5515718332,District 11,Downtown,Downtown/Seton Hill,2792,,"Condition assessment (2009),Condition assessment (1991)","good condition, good condition, metalic staining on upper part of base, sugary marble base",,39.292742,-76.613717,12/8/2022 2:54pm
1911.003.CHAP.KeMur,Unknown [Clock Relief],1911,1515 N. Charles Street,,Kenneth W. Murchison,Relief,in place,,,,,,,,,Baltimore,MD,21202,Penn Station,,,,stone (or terracotta),,,,,,Male,,,checked,,,,,District 12,Charles North,Midtown,5838,,Condition assessment (1991),"would benefit from treatment, unable to determine detailed condition",,39.30730268269117,-76.61569165973611,12/8/2022 2:54pm
1909.001.CHAP.AdWei,Union Soldiers and Sailors Monument,1909,2900 N. Charles Street,,Adolph A. Weinman,"Monument,Sculpture",in place,Mayor & City Council,Baltimore City Department of Recreation & Parks,Commission for Historical and Architectural Preservation (CHAP),Historic Monuments (CHAP),,,,,Baltimore,MD,21218,Wyman Park Dell,Wyman Park south corner,Wyman Park Dell,Outdoor,bronze,,,,,10 ft. x 102 in. x 150 in.,Male,,,checked,,,,way/507380677,District 14,Johns Hopkins Homewood,Greater Charles Village/Barclay,3427,,Condition assessment (1991),"very good condition, bronze project, surface areas that have broken down and are in need of treatment include: edge of soldier's coat, edge of cape, areas of Victory's wings and spots on both females' skrits, base has graffiti removal stains, staining from bronze on base, small gouges along edges of the base, steps and seating, moartar is missing throughout the steps",,39.323943,-76.6182522,12/8/2022 2:54pm
1908.001.CHAP.AlWei,Cecilius Calvert Statue,1908,101 Saint Paul Street,,Albert Weinert,"Monument,Sculpture",in place,Mayor & City Council,,Commission for Historical and Architectural Preservation (CHAP),Historic Monuments (CHAP),,,,,Baltimore,MD,21202,Clarence J. Mitchell Jr. Courthouse,,,Outdoor,bronze,,"art 009.jpg (https://v5.airtableusercontent.com/v1/14/14/1674064800000/BZ2dSFKOenvhSOWnkwjRBQ/E2Y7aaD-w5RJr7Rcfsj12YOgg2k-visOuEnuoh8JvYzEtrhzYCFrLkelZNbf1yZS/YgfTltcBGqJVFTIt0siASBaTWnxuCvQXAVyFGKFFPUE),328d_Weinert 1908.jpg (https://v5.airtableusercontent.com/v1/14/14/1674064800000/zyPtU57rw1uQkJvSAwKPTw/HfDSJnqQLT0V8k3i5RFO1wL1vA_3EQwGNHIv88CEdcCybKQj4u1qZ0SpiHvbyfwn/tsE_ix-pbv6nYbVIL3AcZHD13nxi8cDPe55Gv1N497c),328c_Weinert 1908.jpg (https://v5.airtableusercontent.com/v1/14/14/1674064800000/fdK4jeX0R40P92HIGK7gbg/pXw05uYar5gbX5zDFC-s1qrwi2OEH1lBYSrY_IJ7iYuAPQpnMwePtyNvkh9r4eBD/AYdoigxt3VLgKHvMnAfhRvDAofOPMaKloGNX7B_CxGg),328b_Weinert 1908.jpg (https://v5.airtableusercontent.com/v1/14/14/1674064800000/9NSG17B71Zel3KSDmelyrA/-1ZsP35GalOzYzggTjR1rGVCos8WII64vYprxcTmwblpA58aQcpxoZO13lBx7W5J/0EyHQM7ZsBaTKVG1_hIedANCh_R9W_mbs1AIbd00zhI),328a_Weinert 1908.jpg (https://v5.airtableusercontent.com/v1/14/14/1674064800000/7WMJZD5hK1MzIwTKVE67Mw/OfOorlZSHwkuN46Hueo1uFzZsmzQ9fgZxYwjE5ICfVR6HLOozk8ICUCOfp9-5Nmb/KQre4l3K3zcas9D9i1fhGcDICmeaHjjx8wI3fGCyiLw),328_Weinert 1908.jpg (https://v5.airtableusercontent.com/v1/14/14/1674064800000/R5qrjIuCFu1aoH-pGQLVIg/DmMwehMrTsnK84zOt-1hWQ7rhxQCmTBsqEimF0J6Ji9aQootrefvvTGKW3-13xGc/MEZpN-f8wEklJM6sxPyfjjR96O9GG20Be0nkjSOQRRI)",,,8 1/2 ft. x 57 in. x 35 in.,Male,,,checked,,,,node/369710527,District 11,Downtown,Downtown/Seton Hill,3181,,Condition assessment (1991),"well maintained, gouges on base, black crusts, granular erosion, spalling or sloughing",,39.290785,-76.613822,12/8/2022 2:54pm
1907.001.CHAP.WiRin,William T. Walters [copy],1907,600 N. Charles Street,,William Henry Rinehart,Sculpture,in place,Mayor & City Council,,Commission for Historical and Architectural Preservation (CHAP),Historic Monuments (CHAP),,,,,Baltimore,MD,21202,Walters Art Museum,,Walters Art Museum,Outdoor,bronze,,,William T. Walters,,H. 34 x W. 28 in,Male,,,checked,,,,,District 11,Mount Vernon,Midtown,8111,,Condition assessment (1991),"etched/pitted corrosion, the niche shows black crusts, corrosion, and spalling/sloughing is evident",,39.296600,-76.615889,12/8/2022 2:54pm
1906.001.CHAP.JoEva,Mercury and Commerce,1906,2 N. Charles Street,,John Evans,Sculpture,in place,Private Property,,,,,,,,Baltimore,MD,21201,B & O Central Building,Over main entrance,,,granite,,"532e_Evans J_1906.jpg (https://v5.airtableusercontent.com/v1/14/14/1674064800000/sJYuF4_Dx94eDdLxUG-0wQ/VEgm5WAd_SwlKeH6R3u1t821nBwWgYCZJz0Pft1Tq0r9JBEnNbmCnyTCMjadFQYn/_a9wvvnHXoGqtd796ddI-sA_gF8IWTwlru_dD_yIBM0),532d_Evans J_1906.jpg (https://v5.airtableusercontent.com/v1/14/14/1674064800000/cSGe4aAuk67ZocxogUIAjA/VIle3Lz8sl2pDseKi3DCtU5tIMdi7k6eBuDzovy6_CvmxreiGf6nr7X3Mv2nO2FG/s8T2Itzd6wYFdeijkV-c-zvCSnekPOWXv91oGXftwhA),532c_Evans J_1906.jpg (https://v5.airtableusercontent.com/v1/14/14/1674064800000/Sk_F9qVvMUlMII5xQ5JuFw/YlOsos0Qz7oTgPp6kho3IFot3gxMmfxQD4pO4ME9V7PgsYk4-MNLT62efGNf4YhS/j1qYFVDW4f7L829nZhnLG5KjEt0lCKvYWGR52JDitdQ),532b_Evans J_1906.jpg (https://v5.airtableusercontent.com/v1/14/14/1674064800000/otx1qT7UZWNGHXHdSmVvKA/j3OwM1vBJU-Jw7vZHC8AeBfSpcZSOTKoCx55JNWOnDoGJPJPT2fK6fsH4SyC5kEo/twtMp6huFkWKDFf-okLBy3UbNd9Niljo7a4Wr7RmvBA),532a_Evans J_1906.jpg (https://v5.airtableusercontent.com/v1/14/14/1674064800000/kXTugJGXKwrakkU5N8V_Cg/AD0trUtuFpIiQH3x7hVuhNHJddqK9OXF-FjUGnKQhRr2Y7APLoD7O-h7ZxJhBg9w/fa_wRentNbvAGEQI8AvMDBj0Jj-sdIxqghmyE84pOMM)",,Work is integrated into the pediment above the front entrance of the building.,,Male,,,checked,,,,,District 11,Downtown,Downtown/Seton Hill,9572,,Condition assessment (1991),Clean and protected by bird netting,,39.28981729,-76.61535296,12/8/2022 2:54pm
