id,osm_id,title,location,type,medium,status,year,creation_dedication_date,primary_artist,primary_artist_gender,street_address,city,state,zipcode,dimensions,program,funding,artist_assistants,architect,fabricator,neighborhood,csa,csa_2020,council_district,legislative_district,location_desc,indoor_outdoor_access,subject_person,related_property,property_ownership,agency_or_insitution,wikipedia_url,work_type,lon,lat
NA,NA,Bee Great,NA,Mural,painted mural,in place,2020,NA,Renz Balagtas,NA,1133 Greenmount Avenue,Baltimore,MD,21202,NA,NA,NA,"Sam Rientenbach, Jack Coyle",NA,NA,Johnston Square,Greenmount East,Oliver/Johnston Square,District 12,District 45,Southeast corner of E Biddle Street and Greenmount Avenue,Outdoor,NA,NA,NA,NA,NA,Mural,-76.60768052406148,39.30363393895356
1978.013.PfA.WiLei,NA,Untitled wall,Penn Station,Sculpture,"corten steel, mayari r steel",NA,1978,NA,William Leizman,Male,1515 N. Charles Street,Baltimore,MD,21202,120 in. x 60 ft. x 12 in.,NA,NA,NA,NA,NA,Charles North,Midtown,Midtown,District 12,District 45,N. side of west entrance,Outdoor,NA,NA,Federal Property,National Railroad Passenger Corporation,NA,Sculpture,-76.61609590589059,39.307794992106295
1984.006.XXX.JoSil,node/5757054750,Birth of Venus,Charles Center,Sculpture,bronze,in place – unconfirmed,1989,1/27/1989,Jonathan Silver,Male,31 Hopkins Plaza,Baltimore,MD,21201,86 x 21 x 21 in.,NA,NA,NA,NA,NA,Downtown,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 46,South of the Mechanic Theater,NA,NA,NA,NA,NA,NA,Sculpture,-76.61526379159204,39.28871942505085
1996.004.XXX.RuChr,NA,Time Flies,NA,Sculpture,"fiberglass & clock, fiberglass",NA,1996,NA,Christy Rupp,Female,W. Mount Royal Avenue and Dolphin Street,Baltimore,MD,21217,NA,NA,Municipal Arts Society,NA,NA,NA,Mid-Town Belvedere,Midtown,Midtown,District 11,District 40,On side of building - Visible on Mt. Royal Ave.,Outdoor,NA,NA,NA,NA,NA,Sculpture,-76.62036599999999,39.306788999999995
NA,NA,"Rocking Horse Venus Memorial, 1990–2008",NA,Sculpture,metal,"removed, demolished",2008,NA,NA,NA,30 W. North Avenue,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charles North,Midtown,Midtown,District 12,District 40,NA,Outdoor,NA,NA,Mayor & City Council,NA,NA,Sculpture,-76.61769698576677,39.31104479952153
NA,NA,Willow,"Levering Courtyard, Johns Hopkins University",Sculpture,bronze,removed – unconfirmed,2002,NA,Martin Kline,Male,NA,Baltimore,MD,NA,NA,NA,NA,NA,NA,NA,Johns Hopkins Homewood,Greater Charles Village/Barclay,Greater Charles Village/Barclay,District 14,District 40,NA,Outdoor,NA,NA,Private Property,NA,NA,Sculpture,-76.61823545335048,39.32805353132584
NA,NA,Robert and Rosetta,Lexington Market,Sculpture,stainless steel,in place,2022,NA,"Christopher Kojzar, Oletha DeVane",Female,112 N. Eutaw Street,Baltimore,MD,NA,NA,NA,NA,NA,NA,Nicholas Ireys,Downtown,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 40,Outside market,Outdoor,NA,Lexington Market,Mayor & City Council,NA,NA,Sculpture,-76.62121793850231,39.29144944740822
2007.019.XXX.MiSan,NA,Ancestral Roots,Maritime Industries Academy P.S. 431,Mural,mural,NA,2007,8/25/2007,Michelle Santos,Female,5001 Sinclair Lane,Baltimore,MD,NA,NA,NA,NA,Pontella Mason,NA,NA,Cherry Hill,Cherry Hill,Cherry Hill,District 10,District 46,NA,Indoor,NA,NA,NA,NA,NA,Mural,-76.62333819999999,39.252906299999985
2007.004.BMP.ShJam,NA,Unknown,Midtown Academy (interior),Mural,mural,in place – unconfirmed,2007,NA,Shawn James,Male,1398 W. Mount Royal Avenue,Baltimore,MD,21217,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Bolton Hill,Midtown,Midtown,District 11,District 40,NA,Indoor,NA,Midtown Academy,NA,NA,NA,Mural,-76.62251810939243,39.308495756256235
2004.015.BMP.BeSte,NA,Unknown,NA,Mural,painted mural,in place,2004,NA,Benari Stewart,NA,200 N. Bentalou Street,Baltimore,MD,21223,NA,NA,NA,Urban Xperience,NA,NA,Penrose/Fayette Street Outreach,Southwest Baltimore,Southwest Baltimore,District 9,District 40,Side of building,Outdoor,NA,NA,NA,NA,NA,Mural,-76.65315,39.290758
2000.010.BMP.ToSho,NA,Unknown,NA,Mural,mural,missing,2000,NA,Tony Shore,Male,900 Ostend Street,Baltimore,MD,21223,NA,NA,NA,NA,NA,NA,Carroll - Camden Industrial Area,Washington Village/Pigtown,Pigtown/Carroll Park,District 10,District 40,NA,NA,NA,NA,NA,NA,NA,Mural,-76.6323005,39.2787609
2006.004.BMP.DaHos,NA,Unknown,Baltimore Farmer's Market,Mural,mural,in place – unconfirmed,2006,NA,Danamarie Hosler,Female,Holliday and Saratoga Streets,Baltimore,MD,21202,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Downtown,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 46,NA,NA,NA,NA,NA,NA,NA,Mural,-76.61031346272442,39.29146211325886
129,NA,Unknown,Furman L. Templeton ES,Mosaic,ceramic tile,in place,NA,NA,Betty Wells,Female,1200 N. Pennsylvania Avenue,Baltimore,MD,21217,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Upton,Upton/Druid Heights,Upton/Druid Heights,District 11,District 40,Lobby wall,Indoor,NA,Furman L. Templeton ES,Mayor & City Council,Baltimore City Public Schools,NA,Mosaic,-76.6325429,39.29964549999999
2008.022.BMP.DoTys,NA,Unknown,NA,Mural,mural,in place,2008,NA,"""Donald Tyson-Bey, Jr.""",Male,3242 Barclay Street,Baltimore,MD,21218,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Abell,Greater Charles Village/Barclay,Greater Charles Village/Barclay,District 14,District 43A,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.611279,39.32800799999998
2006.017.BMP.AiRom,NA,Unknown,Baltimore Farmer's Market (parking lot under JFX),Mural,mural,in place – unconfirmed,2006,NA,Aika Romulo,NA,212 Holliday Street,Baltimore,MD,21202,NA,NA,NA,NA,NA,NA,Downtown,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 46,column in parking lot,Outdoor,NA,NA,NA,NA,NA,Mural,-76.609712,39.293061999999985
1997.008.BMP.PoMas,NA,Unknown,NA,Mural,mural,painted over,1997,NA,Pontella Mason,Male,2117 E. North Avenue,Baltimore,MD,21202,NA,NA,NA,NA,NA,NA,Broadway East,Clifton-Berea,Clifton-Berea,District 12,District 45,Mural on North Side of Duncan Street Miracle Garden,Outdoor,NA,NA,NA,NA,NA,Mural,-76.58791,39.31224099999999
2000.008.XXX.ErSha,NA,Unknown,NA,Mural,mural,in place,2000,NA,"""Ernest Shaw, Jr.""",Male,1207 E. North Avenue,Baltimore,MD,21202,NA,NA,NA,NA,NA,NA,Oliver,Greenmount East,Oliver/Johnston Square,District 12,District 45,Side of building with park,Outdoor,NA,NA,NA,NA,NA,Mural,-76.60235099999998,39.31160999999999
1995.005.BMP.LyKiss,NA,Unknown,NA,Mural,mural,NA,1995,NA,Lyle Kissack,Male,4000 Park Heights Avenue,Baltimore,MD,21215,NA,NA,NA,Gerald Ross,NA,NA,Greenspring,Southern Park Heights,Southern Park Heights,District 6,District 40,Side of building,Outdoor,NA,NA,NA,NA,NA,Mural,-76.662419,39.334838999999995
116,NA,Unknown,Hilton Recreation Center,Sculpture,concrete,"missing, removed",NA,NA,Bruce Colin,Male,2950 Phelps Lane,Baltimore,MD,21229,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Carroll-South Hilton,Allendale/Irvington/S. Hilton,Allendale/Irvington/S. Hilton,District 9,District 40,Lawn opposite entrance,Outdoor,NA,Hilton Recreation Center,Mayor & City Council,Baltimore City Department of Recreation & Parks,NA,Sculpture,-76.67148209999999,39.2887192
2008.018.BMP.ChLaw,NA,Unknown,NA,Mural,mural,NA,2008,NA,Charles Lawrence,Male,540 N. Lakewood Avenue,Baltimore,MD,21205,NA,Baltimore Mural Program (BOPA),NA,"""Ernest Shaw, Jr.""",NA,NA,McElderry Park,Madison/East End,Madison/East End,District 13,District 45,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.579609,39.297712999999995
1989.004.BMP.DeEng,NA,Unknown,NA,Mural,painted mural,demolished,1989,NA,Deborah English,Female,711 N. Carey Street,Baltimore,MD,21217,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Harlem Park,Sandtown-Winchester/Harlem Park,Sandtown-Winchester/Harlem Park,District 9,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.63862001269445,39.29702973350038
1967.009.XXX.OlRus,NA,Unknown,Patterson HS,Landscape,sculptural garden,damaged/irreparable,1967,NA,Olin Lansing Russum Jr.,Male,100 Kane Street,Baltimore,MD,21231,NA,NA,NA,NA,NA,NA,Hopkins Bayview,Orangeville/East Highlandtown,Greektown/Bayview,District 1,District 46,Exterior courtyard,Outdoor,NA,Patterson HS,Mayor & City Council,Baltimore City Public Schools,NA,Other,-76.5378831,39.2928775
1997.004.BMP.LiDeP,NA,Unknown,NA,Mural,mural,removed,1997,NA,Linda DePalma,Female,Centre Street,Baltimore,MD,21201,NA,NA,NA,"Luis Flores, John Ellsberry",NA,NA,Mount Vernon,Midtown,Midtown,District 11,District 46,Side of MD Historical Society,Outdoor,NA,NA,NA,NA,NA,Mural,-76.61874499999999,39.296302
2005.013.BMP.PeWar,NA,Unknown,NA,Mural,mural,demolished,2005,NA,Peggy Ward,Female,4501 Curtis Avenue,Baltimore,MD,21226,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Curtis Bay Industrial Area,Brooklyn/Curtis Bay/Hawkins Point,Brooklyn/Curtis Bay/Hawkins Point,District 10,District 46,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.5868010773662,39.2250390050548
2005.003.BMP.KiJac,NA,Unknown,NA,Mural,mural,in place,2005,NA,Kirk Jackson,Male,1713 Pennsylvania Avenue,Baltimore,MD,21217,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Upton,Upton/Druid Heights,Upton/Druid Heights,District 11,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.63497,39.303927
2007.012.BMP.PoMas,NA,Unknown,NA,Mural,mural,in place,2007,NA,Pontella Mason,Male,2424 McElderry Street,Baltimore,MD,21205,NA,NA,NA,NA,NA,NA,McElderry Park,Madison/East End,Madison/East End,District 13,District 45,on back of church facing Amazing Port Street Garden,Outdoor,NA,NA,NA,NA,NA,Mural,-76.582821,39.298052999999996
1988.002.BMP.NeGal,NA,Unknown,NA,Mural,mural,NA,1988,NA,Neal Gallico,Male,2330 N. Howard Street,Baltimore,MD,21218,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Remington,Medfield/Hampden/Woodberry/Remington,Hampden/Remington,District 12,District 43A,NA,NA,NA,NA,NA,NA,NA,Mural,-76.619892,39.31598799999999
2006.011.BMP.AlMar,NA,Unknown,NA,Mural,mural,in place,2006,NA,Aleksander Martray,Male,1425 Mulberry Street,Baltimore,MD,21223,NA,NA,NA,NA,NA,NA,Franklin Square,Southwest Baltimore,Southwest Baltimore,District 9,District 40,on side of building,Outdoor,NA,NA,NA,NA,NA,Mural,-76.640709,39.29297799999999
1987.008.BMP.ToMil,NA,Unknown,NA,Mural,painted mural,in place,1987,NA,Tom Miller,Male,600 Cherry Hill Road,Baltimore,MD,21225,NA,Baltimore Mural Program (BOPA),NA,Pam Thompson,NA,NA,Cherry Hill,Cherry Hill,Cherry Hill,District 10,District 46,NA,Indoor,NA,NA,NA,NA,NA,Mural,-76.622418,39.250820199999986
2000.001.BMP.MaCar,NA,Unknown,NA,Mural,mural,in place,2000,NA,Mary Carfagno Ferguson,Female,1644 E. Pratt Street,Baltimore,MD,21231,NA,NA,NA,NA,NA,NA,Washington Hill,Harbor East/Little Italy,Harbor East/Little Italy,District 12,District 46,Side of building,Outdoor,NA,NA,NA,NA,NA,Mural,-76.594244,39.28938699999999
2009.009.BMP.NeRiv,NA,Unknown,Baltimore Farmer's Market,Mural,mural,in place – unconfirmed,2009,NA,Nelson Rivas (Cekis),Male,Holliday and Saratoga Streets,Baltimore,MD,21202,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Downtown,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 46,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.61031346272442,39.29146211325886
550,NA,Unknown,Maryland State Office Building,NA,NA,NA,NA,NA,Reuben Robert Kramer,Male,301 W. Preston Street,Baltimore,MD,21201,NA,NA,NA,NA,NA,NA,Madison Park,Upton/Druid Heights,Upton/Druid Heights,District 11,District 40,NA,NA,NA,Maryland State Office Building,NA,NA,NA,NA,-76.6242021,39.30139829999999
2006.009.BMP.ChLaw,NA,Unknown,Baltimore Farmer's Market (parking lot under JFX),Mural,mural,in place – unconfirmed,2006,NA,Charles Lawrence,Male,212 Holliday Street,Baltimore,MD,21202,NA,NA,NA,NA,NA,NA,Downtown,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 46,column in parking lot,Outdoor,NA,NA,NA,NA,NA,Mural,-76.609712,39.293061999999985
2006.005.BMP.ShJam,NA,Unknown,NA,Mural,mural,removed,2006,NA,Shawn James,Male,610 S. Broadway,Baltimore,MD,21231,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Fells Point,Fells Point,Fells Point,District 1,District 46,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.593491,39.2846759
2004.005.BMP.ShJam,NA,Unknown,NA,Mural,painted mural,in place,2004,NA,Shawn James,Male,W. Hamburg and Bayard Streets,Baltimore,MD,21230,NA,NA,NA,Mural Masters,NA,NA,Washington Village/Pigtown,Washington Village/Pigtown,Pigtown/Carroll Park,District 10,District 40,Side of building,Outdoor,NA,NA,NA,NA,NA,Mural,-76.63365099999999,39.277117
1999.012.BMP.ErSha,NA,Unknown,NA,Mural,mural,demolished,1999,NA,"""Ernest Shaw, Jr.""",Male,2174 Hollins Street,Baltimore,MD,21223,NA,NA,NA,NA,NA,NA,Boyd-Booth,Southwest Baltimore,Southwest Baltimore,District 9,District 40,Side of abandoned building,Outdoor,NA,NA,NA,NA,NA,Mural,-76.652241,39.287067
1995.004.BMP.PaJac,NA,Unknown,NA,Mural,mural,"painted over, replaced",1995,NA,Patrick Jacobson,Male,2324 McElderry Street,Baltimore,MD,21205,NA,NA,NA,NA,NA,NA,McElderry Park,Madison/East End,Madison/East End,District 13,District 45,Side of American Legion N.E. Post #285 Bldg.,Outdoor,NA,NA,NA,NA,NA,Mural,-76.584332,39.29792599999999
1990.004.BMP.JoLew,NA,Unknown,NA,Mural,mural,demolished,1990,NA,Joseph Lewis,Male,1327 Greenmount Avenue,Baltimore,MD,21202,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Johnston Square,Greenmount East,Oliver/Johnston Square,District 12,District 45,NA,NA,NA,NA,NA,NA,NA,Mural,-76.608092,39.30559
2006.014.BMP.MiOwe,NA,Unknown,Baltimore Farmer's Market (parking lot under JFX),Mural,mural,in place – unconfirmed,2006,NA,Michael Owen,Male,212 Holliday Street,Baltimore,MD,21202,NA,NA,NA,NA,NA,NA,Downtown,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 46,column in parking lot,Outdoor,NA,NA,NA,NA,NA,Mural,-76.609712,39.293061999999985
1993.007.BMP.Wyl,NA,Unknown,NA,Mural,mural,in place,1993,NA,Wyland,NA,Russell and Hamburg Streets,Baltimore,MD,21230,NA,NA,NA,NA,NA,NA,Washington Village/Pigtown,Washington Village/Pigtown,Pigtown/Carroll Park,District 10,District 40,Side of building facing Russell St.,Outdoor,NA,NA,NA,NA,NA,Mural,-76.623987,39.28034699999999
104,NA,Unknown,Roland Park E/MS,NA,etched glass,NA,NA,NA,Tage E. Jakobsen,Male,5207 Roland Avenue,Baltimore,MD,21210,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Roland Park,Greater Roland Park/Poplar Hill,Greater Roland Park/Poplar Hill,District 6,District 41,Entrance to gymnasium,Indoor,NA,Roland Park E/MS,Mayor & City Council,Baltimore City Public Schools,NA,NA,-76.63598339999999,39.3574309
2008.019.BMP.ChLaw,NA,Unknown,NA,Mural,mural,NA,2008,NA,Charles Lawrence,Male,E. 33rd Street and Greenmount Avenue,Baltimore,MD,21218,NA,Baltimore Mural Program (BOPA),NA,"""Ernest Shaw, Jr."", ""Donald Tyson-Bey, Jr.""",NA,NA,Waverly,The Waverlies,The Waverlies,District 14,District 43A,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.60919399999999,39.328835000000005
1998.010.BMP.ArVea,NA,Unknown,NA,Mural,mural,in place,1998,NA,Archie Veale,Male,900 N. Bond Street,Baltimore,MD,21205,NA,NA,NA,NA,NA,NA,Gay Street,Oldtown/Middle East,Oldtown/Middle East,District 12,District 45,Back side of Church Square Shopping Center and Mack Lewis Gym on Bond St.,Outdoor,NA,NA,NA,NA,NA,Mural,-76.59644799999998,39.300898999999994
2006.012.BMP.GaMul,NA,Unknown,Baltimore Farmer's Market (parking lot under JFX),Mural,mural,in place – unconfirmed,2006,NA,Gary Mullen,Male,212 Holliday Street,Baltimore,MD,21202,NA,NA,NA,NA,NA,NA,Downtown,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 46,column in parking lot,Outdoor,NA,NA,NA,NA,NA,Mural,-76.609712,39.293061999999985
1990.002.BMP.GeFer,NA,Unknown,NA,Mural,painted mural,in place,1990,NA,George Ferrandi,Male,2310 Harford Road,Baltimore,MD,21218,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,East Baltimore Midway,Midway/Coldstream,Midway/Coldstream,District 12,District 45,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.596191,39.316168999999995
1996.011.BMP.ErWar,NA,Unknown,NA,Mural,mural,painted over,1996,NA,Erik Warren,Male,401 E. Lorraine Avenue,Baltimore,MD,21218,NA,NA,NA,NA,NA,NA,Harwood,Greater Charles Village/Barclay,Greater Charles Village/Barclay,District 12,District 43A,Side of building facing Barclay St.,Outdoor,NA,NA,NA,NA,NA,Mural,-76.611005,39.319959999999995
2009.005.BMP.LyKis,NA,Unknown,NA,Mural,mural,in place,2009,NA,Lyle Kissack,Male,508 Benninghaus Road,Baltimore,MD,21212,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Mid-Govans,Chinquapin Park/Belvedere,Chinquapin Park/Belvedere,District 4,District 43A,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.60945899999999,39.358643
1996.002.BMP.MaCar,NA,Unknown,NA,Mural,mural,NA,1996,NA,Mary Carfagno Ferguson,Female,1123 W. Mulberry Street,Baltimore,MD,21223,NA,Baltimore Mural Program (BOPA),NA,Women's Mural Project,NA,NA,Poppleton,Poppleton/The Terraces/Hollins Market,Poppleton/The Terraces/Hollins Market,District 9,District 40,NA,NA,NA,NA,NA,NA,NA,Mural,-76.6380787,39.2931531
1987.002.BMP.CaBla,NA,Unknown,NA,Mural,painted mural,removed,1987,NA,Camillia Blackwell,Female,2222 Druid Hill Avenue,Baltimore,MD,21217,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Druid Heights,Upton/Druid Heights,Upton/Druid Heights,District 7,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.637984,39.309332999999995
101,NA,Unknown,Roosevelt Recreation Center,Mural,oil on canvas,NA,NA,NA,Kevin Labadie,Female,1201 W. 36th Street,Baltimore,MD,21211,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Hampden,Medfield/Hampden/Woodberry/Remington,Hampden/Remington,District 7,District 40,Activity room wall,Indoor,NA,Roosevelt Recreation Center,Mayor & City Council,Baltimore City Department of Recreation & Parks,NA,Mural,-76.6380227,39.32915109999999
2003.002.BMP.EsFra,NA,Unknown,NA,Mural,mural,in place,2003,NA,Espi  Frazier,Female,1115 Hollins Street,Baltimore,MD,21223,NA,NA,NA,Jennifer Rattigan,NA,NA,Hollins Market,Poppleton/The Terraces/Hollins Market,Poppleton/The Terraces/Hollins Market,District 9,District 40,Side of Black Cherry Puppet Theatre,NA,NA,NA,NA,NA,NA,Mural,-76.63579399999999,39.28729499999999
2011.011.BMP.DoTys,NA,Unknown,NA,Mural,mural,in place,2011,NA,"""Donald Tyson-Bey, Jr.""",Male,1503 Durham Street,Baltimore,MD,21213,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Broadway East,Greenmount East,Oliver/Johnston Square,District 12,District 45,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.592,39.307909
1988.005.BMP.ChMoo,NA,Unknown,Hollins Market Parking Lot,Mural,mural,in place,1988,NA,Chevelle Makeba Moore Jones,Female,1200 Hollins Street,Baltimore,MD,21223,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Hollins Market,Poppleton/The Terraces/Hollins Market,Poppleton/The Terraces/Hollins Market,District 9,District 40,NA,Outdoor,NA,Hollins Market,NA,NA,NA,Mural,-76.63637500000002,39.28791999999999
2003.003.XXX.SpPop,NA,Unknown,NA,Mural,mural,in place,2003,NA,Spoon Popkin,Female,E. North Avenue and Harford Road,Baltimore,MD,21213,NA,NA,NA,Dan Van Allen,NA,NA,Oliver,Greenmount East,Oliver/Johnston Square,District 12,District 45,Restoration of Tom Miller Murals- Two murals on west and east side of Harford Rd. at North Ave.,Outdoor,NA,NA,NA,NA,NA,Mural,-76.5992755428038,39.31174624304969
1999.007.BMP.ShJam,NA,Unknown,NA,Mural,mural,in place,1999,NA,Shawn James,Male,1170 Carroll Street,Baltimore,MD,21230,NA,NA,NA,NA,NA,NA,Washington Village/Pigtown,Washington Village/Pigtown,Pigtown/Carroll Park,District 10,District 40,Side of building facing Ostend St.,Outdoor,NA,NA,NA,NA,NA,Mural,-76.632929,39.281087
1965.001.XXX.Unknown,NA,Unknown,Strathmore Tower Condominiums,Sculpture,"glass, concrete",in place,1965,NA,Unknown,NA,6210 Park Heights Avenue,Baltimore,MD,21215,NA,NA,NA,NA,NA,NA,Glen,Glen-Fallstaff,Glen-Fallstaff,District 5,District 41,Front garden,Outdoor,NA,NA,NA,NA,NA,Sculpture,-76.693746,39.35843899999999
1990.010.BMP.JaVos,NA,Unknown,NA,Mural,painted mural,in place,1990,NA,James Voshell,Male,2229 1/2 W. Pratt Street,Baltimore,MD,21223,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Carrollton Ridge,Southwest Baltimore,Southwest Baltimore,District 9,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.65238499999998,39.284751999999976
2001.001.BMP.LyKis,NA,Unknown,NA,Mural,mural,in place,2001,NA,Lyle Kissack,Male,1904 McCulloh Street,Baltimore,MD,21217,NA,NA,NA,NA,NA,NA,Druid Heights,Upton/Druid Heights,Upton/Druid Heights,District 11,District 40,Side of building,Outdoor,NA,NA,NA,NA,NA,Mural,-76.63392299999998,39.307274
2002.006.BMP.MICA,NA,Unknown,Parking lot of North East Market,Mural,mural,in place,2002,NA,"MICA, HEBCAC",NA,619 N. Duncan Street,Baltimore,MD,21205,NA,NA,NA,NA,NA,NA,CARE,Madison/East End,Madison/East End,District 13,District 45,Side of builiding,Outdoor,NA,Northeast Market,NA,NA,NA,Mural,-76.586914,39.297729
1996.008.BMP.KaKon,NA,Unknown,NA,Mural,mural,NA,1996,NA,Kathleen Konkle,Female,Howard and Monument Streets,Baltimore,MD,21201,NA,NA,NA,Brian DeRan,NA,NA,Seton Hill,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 40,Side of building facing Howard St.,Outdoor,NA,NA,NA,NA,NA,Mural,-76.62253999999996,39.29488000000004
2006.006.BMP.GuJon,NA,Unknown,Baltimore Farmer's Market,Mural,mural,in place – unconfirmed,2006,NA,Guy Jones,Male,Holliday and Saratoga Streets,Baltimore,MD,21202,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Downtown,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 46,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.61031346272442,39.29146211325886
1995.001.BMP.ArVea,NA,Unknown,NA,Mural,mural,demolished,1995,NA,Archie Veale,Male,Howard and Franklin Streets,Baltimore,MD,21201,NA,NA,NA,"Derek Arnold, Archie Veale, Gray, Mason, Susan Waters-Eller",NA,NA,Mount Vernon,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 40,Side of building facing Howard St.,Outdoor,NA,NA,NA,NA,NA,Mural,-76.619952,39.295033999999994
2008.005.BMP.SeGoo,NA,Unknown,Baltimore Farmer's Market (parking lot under JFX),Mural,mural,in place – unconfirmed,2008,NA,Seth Goodman,Male,212 Holliday Street,Baltimore,MD,21202,NA,NA,NA,NA,NA,NA,Downtown,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 46,column in parking lot,Outdoor,NA,NA,NA,NA,NA,Mural,-76.609712,39.293061999999985
1968.016.XXX.PiDuF,NA,Unknown,Cecil ES,Relief,wall relief,NA,1968,NA,Pierre du Fayette,Male,2000 Cecil Avenue,Baltimore,MD,NA,NA,NA,NA,NA,NA,NA,East Baltimore Midway,Midway/Coldstream,Midway/Coldstream,District 12,District 45,Exterior,Outdoor,NA,Cecil ES,Mayor & City Council,Baltimore City Public Schools,NA,Relief,-76.60541,39.313100999999996
