ID,Title of Artwork,Year,Street Address,Address Data,Latitude,Longitude,Location Name,Related Property,Primary Artist,Type,Current Status,Property Ownership,Agency or Insitution,Stewardship Responsibility,Program ,Artist Assistants ,Architect,Creation/Dedication Date,Arts District,City,State,Zipcode,Location Description,Indoor/Outdoor Accessible,Medium,Description of Artwork,General Images,Subject (Person),Comments and Notes,Dimensions,Primary Artist Gender,Fabricator,Maintenance/Conservation Notes,Save Outdoor Sculpture file on record,Funding Source,Wikipedia URL,Year Accuracy,osm_id,Council District,Neighborhood,Community Statistical Area (CSA),4 digit UID,Survey,Activity,Activity Notes,Ownership Accuracy,Modified
1980.004.PfA.BiJoy,Unknown,1980,4300 Chatham Road,,39.333094,-76.689383,Forest Park HS,Forest Park HS,Bill Joyner,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21207,Interior,Indoor,acrylic windows,,"1980.004.PfA.BiJoy-Photo2015.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/HYyB82SuxE9Xp2TNn6Itqw/yE7EoqisbudVRGqF4166ehNeLNvqU1XYoadpxLGjCfafbV01bmKbWu_b2v6-rWZui1WDFvQktNc9vmT6hCEmZQ/8hhWf5fw7tBGJMqkjlbONLGxx-X83VzZsAYKk-bRWHU),1980.004.PfA.BiJoy-Photo2015 (3).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/v41ZXdO4k9geDssZVRRIAQ/FcZRRSDqgmosnR1HhFRs_TZ9ROo_3CkViGHtlnEajbhM-Ky-LNd5pcLA1W0NRRDIQcV5htbv1Wfqp1_4CpI2fw/2zqhFU77e-7WREJohJwxApZNGQ03FWMj2HRtiy1T5bE),1980.004.PfA.BiJoy-Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/S1gVDY2syqXOcrndfLyOFg/M3puvsqeUlM4GDvRlB183a4-N2uK_hyXFcXcP92pNzyeUoiAPr9meWv2GxUuBvwBvBY1q4vrqFXxdBdJhf8knQ/KvYhL1rRxzJmy78WDim98U1RPHrQUuOqh04FLIn67oc),1980.004.PfA.BiJoy-Photo2014.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/XHCJOOlKnNVPi2T45uyqUw/ybsLBXEj69uGrtkEYG5Dv72ai6ymNs3EehRgbykK3XwUf4lMm1Kbqs_E_IochUxZXWXFPiFJTJKmbZr5Inh21w/5Wjjr2Wy8wqEhTyUR3OBwdSeSN-WKfLkiD6UvLEM5J0),1980.004.PfA.BiJoy-Photo2014 (9).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/HmDe-xh_-ifubgCogfYKwQ/2oaYrV7DEkJL7OHDAg1GJe9jXlv2G7vo-S8-GH7EA0pDhC8hNMeWqzFwIhgmIlNSE0LwBWI9G4yoXJwrnMjjHg/lGq5AqIe1zpf0TX8hs7lJyj5FKNJMc5grsJRoO21EXU),1980.004.PfA.BiJoy-Photo2014 (8).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/mUc5-sKgNxqlPQG4sUA4Dw/a03zbaW9S2miBRyD6scrtCiF0GRIBIg-F4yjq7O2FDLBdaOUqSvcLEjDCfVhzi290-eZevWF9w_U8Anrq9SIOQ/e6BzOBQ6qkknJoNOazqFEQC3KHK95Ej2WKTHKqcVvbc),1980.004.PfA.BiJoy-Photo2014 (7).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/2B5r0aTciSZw8KiX4ioItw/Y0eZNSVurLUrwlVCwox0rqybFilZ9oWgZ2yC9P6z-O2Z1dcpKoTqhrc3j8Hym5xje029oyKijJqSf1_lCZu7Ng/6Ow7Ln7SdVoWgQV9R1UsPIarMqWKiWVQfsesriZPB1s),1980.004.PfA.BiJoy-Photo2014 (6).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/3Bx3OMOzlIWbAI59aqaygQ/LCe5TzFUke5hJVAncAMek_fduOA3hl_6tudlkBpJ4GIaMwUx62ZhN2xexxzmOcxAPKlWv3MlPMIDMhwrj0P7aA/GTDlSz4HPy9UwHQQogjuJIODLWC_Tvrbktt3Jvxznr4),1980.004.PfA.BiJoy-Photo2014 (5).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/q8CHOj9EYxJ8AT8-Y54Ohw/gJSUxJ_jzZiPBIBvXTcApAUfQN4iC6ndfQ82qAGQm3IDqg3w-tilMyBF4VkU_mwhyDgBtFtDLdCE4mFhie1RPw/xZn3eCw10dmVEmZ5WRm4AsJebDzi6pIAn_XRTvaIaQ8),1980.004.PfA.BiJoy-Photo2014 (4).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/-7Fl6bNWKYpVM4N1paAsCA/Q0F04OjID52geg4lCTUPoG9Qxj-ilnQwwp68OY69SzlQ5hc4XlKEVnujUPB0aqa6xS6iPi2e4ZkzXRkIm73c6A/3zR91yAWA0nil6yIZ5APAexShS0TBlzZosK0uY0rR-w),1980.004.PfA.BiJoy-Photo2014 (3).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/SnnaPg6Dt2EQ6nELC0kUfg/virVLc8qQY667cvKYXxETSbB58-h03wvoxqHRkaXiFHtPRS_lwgEu7jeVEB2fZYYj93w9en67rlkOgrvjI-uXw/4YGTx6R47WS7ALN49nJEQDz053PDXHkHbwBMP92n9oc),1980.004.PfA.BiJoy-Photo2014 (2).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/glN1giDOSCdLTmHrhM-rKQ/j431sTKIDQlrPhhOKcb0PG8i2SoMrsTL_MVYZjFEIhTiwlE0NMlHK7dKbxtXkhot7WUOmRx9kEb67D-46RiLdw/qDdXH1zpwfJOyZibzXCs4wDY7tXBn4VsPAZuu5klG3U),1980.004.PfA.BiJoy-Photo201.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/AsMwxgoOKseJKFh914oydA/su01QkvSCv-OnFrx_bztvP4lnSOqQwNlAjMppKRooNaKKKsIOd-E3m242gLFMzFlUKr94cAl0mB1jRDA0ahX3w/fk8OkQfJqzDFTMMmDewzX5ijGU6WaW-8ZoPNkAF7vMo)",,,,Male,,,,,,,,6,Dorchester,Dorchester/Ashburton,3661,,,,,5/15/2019 4:32pm
1980.003.XXX.SaFar,Unknown,1980,Broadway Market,,39.28823000000011,-76.59190000000001,Broadway Market,Broadway Market,Saul Farber,Stained glass,,Mayor & City Council,,,,,,,,Baltimore,MD,21231,Window,,stained glass,,,,,,Male,,,,,,,,1,Upper Fells Point,Fells Point,3199,,,,,5/15/2019 4:19pm
1980.006.XXX.GrMor,Untitled,1980,407 E. Lombard Street,,39.287912,-76.609818,Commerce Street Park (Commerce Park),Commerce Street Park,Greg Moring,Sculpture,in place,Mayor & City Council,City of Baltimore,Downtown Partnership of Baltimore,Gifts of Public Art (BOPA),,,,,Baltimore,MD,21202,Northeast corner of intersection,Outdoor,steel,Steel Kinetic sculpture,"IMG_8060.JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/tPO1mY6wcBwV2PjXt7EBVQ/1Qpc-4zHjeWeQ9ipmcoQdHxpC-nVq-9OLdZ6oOFcHb_GdwSt-LhBBfEb_VGE5q3N/3g4PCl-EinCY0udx2Ifcal0bqbCuifU3Y1Dk4WXOV_8),IMG_8057.JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/NOgfU-09zFSQrh7G7Re_1g/6BVZ9c-7VgtXdMMdnR0L62CklKisrh_pCZMFma53UPOAGu7D3ZdTU6r7AR1NsQkg/xxy47N_YMsn5IrPj5v2ep3UccgZuPUva8xtjPoqLr4c),IMG_8064.JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/v-2UZcmgHBx2rAYyKfFckQ/WLWX0jQEK8aQspp0d6ZWF2xImiQI-skuvK7NZKmtsdNbdJNoHrGhfThYo8ugwPG9/L-8KYm5p_1W0I47y0hMwQBDC-hahMA94466vm2GnX5A),IMG_8056.JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/AmZebjokR0AJPlDQHgoJyg/TeYeue9QC_oeckz53Ub2z8Ed_NzknCanFTlmcsIsNlTbG2IVGwzniCCHiiE_leuM/CP0PoHQubS0YZ2RkLWpzUAaXoHEuvp8pSJPMKBDCs4E)",,Obtained through Sculpture Spaces / then gift from artist,,Male,,,checked,,,,,11,Downtown,Downtown/Seton Hill,1656,,"Mural repainting (2018),Condition assessment (1991)","Re-painted by non-professionals around 2018, Rust and organic growth/ pitted paint/ no longer moves in the wind. (2018 update) Sculpture has signficant rust and deterioration but appears to have been recently repainted with a high gloss black industrial paint. This may stop rust but sculpture should be reviewed for integrity ",,
1979.010.XXX.TyStr,Captain John O'Donnell,1979,O'Donnell Street and Curley Street,Intersection,39.280212,-76.574708,O'Donnell Square,O'Donnell Square,Tylden Westcott Streett,"Monument,Sculpture",removed,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21224,O'Donnell St. town square at Curley St,Outdoor,bronze,,,Captain John O'Donnell,,H. 10 ft.,Male,,,checked,,,,node/1747743371,1,Canton,Canton,8765,,Condition assessment (1991),"bird guano, chalky and dull surface, dull and flat, no variation in the patina, paint in the lettering is peeling off, graffiti in silver marker, would benefit from care,",,4/23/2021 10:15pm
1979.002.XXX.RoFer,Citisphere,1979,3220 The Alameda,Intersection,39.325626, -76.596799,Baltimore City College,Baltimore City College,Robert Fergerson,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21218,East courtyard,Outdoor,stainless steel,,,,,7 x 7 x 7 ft.,Male,,,checked,,,,,14,Coldstream Homestead Montebello,The Waverlies,2731,,Condition assessment (1991),very dirty but no graffiti and in excellent condition,,8/21/2022 6:12pm
1979.005.XXX.LiKat,Fanned Area,1979,N. Charles Street,Street name,39.327927,-76.623309,Johns Hopkins University,"""Johns Hopkins University, Homewood Campus""",Lila Katzen,Sculpture,,Private Property,,,,,,,,Baltimore,MD,21218,Outside Olin Hall on San Martin Drive,Outdoor,"stainless steel,corten steel",,,,,6 1/2 x 15 1/2 x 7 ft.,Female,,,checked,,,,,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,5273,,Condition assessment (1991),"bird guano, overgrown by organic ground cover causing water to be retained on edges",,8/21/2020 7:46pm
1979.003.PfA.RiGot,Samurai Rocker,1979,100 E. 26th Street,,39.319396,-76.615334,Margaret Brent ES,Margaret Brent ES,Richard Gottlieb,Sculpture,in place,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21218,Entrance plaza,Outdoor,corten steel,Steel geometrical sculputure in front of school,"1979.003.PfA.RiGot-Photo2015.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/_EVoVxucK4AlVpvCxOLDxA/PX6DutBCXPFYQgJhyBvUbeD_nV84mPGW6uQG_KSvNerCzqnOUGvW8f3de1HJwuYZSTjjNui1FHTQt1zNJKOPew/FZId-Gs8-pgZd3dhV3lzhlHYs341pqrf42Sgq_JSS6M),1979.003.PfA.RiGot-Photo2015 (4).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/sHUevyslA171ENYGQ7Y11g/o6uiPVO12ZUaDXb6Kc5dS6QER_RXbksvVZyrieO3IBjKGlyuT4PS0awetlF8D27fCjsWHXiUz-T76qkpV17CNQ/-qP2AptTeNGeHJnRwYS68xe1DergJM0gL0cpvNa65t4),1979.003.PfA.RiGot-Photo2015 (3).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/jikNgOM144-in9ay0tUhuA/XKNY_61Ctzb74HDNobQsbkWECciZhS3dUxZgWfsuqYhOArjRsR7PVBei3GCLmgZZ3QLUrn4u7ZZeftUpos27Aw/td561XCL6tF8GWrdZ9aejwVfAcjMPp-7dUUqEuGf0wo),1979.003.PfA.RiGot-Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/VEtoPIPpFqW42JL8yV59qw/g4OcGSa9haFfm21vBzn6XSX24CuNkih5oui0l4lUsHBDtx-7isumBzbaAecaCXIB-rsjUaHGaHpsx38kt91u3Q/0Uq3h3cVRt3_0iuCaCj4q0UdPX2OY6Zt5l2lvl52La0)",,"9/26/18- tagging in recent years, community would like to see conservation",18 x 11 ft. 3 1/2 in. x 7 ft.,Male,,,checked,,,,node/4623054202,12,Charles Village,Greater Charles Vill./Barclay,4311,,Condition assessment (1991),"graffiti scraped into surface, marker, and chalk, cor ten weathering irregularly,",,9/25/2019 12:05pm
,Sister Lu,1979,10 Art Museum Drive,,39.326707,-76.618257,Ryda and Robert H. Levi Sculpture Garden,Baltimore Museum of Art,Mark di Suvero,Sculpture,in place,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,,Outdoor,steel,,,,Kinetic sculpture,,Male,,,,,,,node/8908165929,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,,,,,,11/12/2021 10:39pm
1979.009.PfA.JuSch,The Butterflies,1979,100 E. 26th Street,,39.319399,-76.615137,Margaret Brent ES,Margaret Brent ES,Judith Schultz,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21218,Stairwell of main lobby,Indoor,fiber,,,,,,Female,,,,,,,,12,Charles Village,Greater Charles Vill./Barclay,8029,,,,,5/15/2019 4:32pm
1979.004.XXXLaHur,The Spirit of Constant Care,1979,1501 Division Street,,39.303177,-76.631720,Constant Care Community Health Center,,Laurence Hurst,,,,,,,,,,,Baltimore,MD,21217,Main lobby,Indoor,"oil on canvas,framed",,,,,,Male,,,,,,,,11,Upton,Upton/Druid Hts,4441,,,,,
1979.006.XXX.ReKra,Thurgood Marshall,1979,W. Pratt Street and Hopkins Place,Intersection,39.286569,-76.617441,Edward A. Garmatz U.S. Courthouse,Edward A. Garmatz U.S. Courthouse,Reuben Robert Kramer,"Monument,Sculpture",in place,Mayor & City Council,"City of Baltimore,Baltimore City Department of Housing and Community Development",City of Baltimore - BOPA,"Percent for Public Art (BOPA),Baltimore's Inner Harbor Redevelopment",,,,,Baltimore,MD,21201,Northeast corner of intersection,Outdoor,bronze,Bronze Statue of Thurgood Marshall on pedestal,"318d_Kramer R_1979.JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/9t7rwqgiKVoix8Qh1CmwZw/HJ4LelVYxsioCA2vtzjD3btiivTXlB9cMMcj-ZPMIpcfxyJmlXNCVgZ9zUl_2b4q/hDB261395riTfzzTPYukHRi9yoyTdRVGsE8sIetzT10),318c_Kramer R_1979.JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/aFO3cPPo7df113OlSn7hSg/0Wa1tsbMG168TJffkGNVcXRTnXpSRglTYYBbg6m1H4HYmI0g6jzwu8wslIwWpvwl/4Rtn-7JYbeYw0l1UimPDPU1A9v2oN_bdKrgdhZUFptM),318b_Kramer R_1979.JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/YKR29NK5evwuf2J91MiYbg/3gz8KiKTdjsTFzmfo6QX8RaU_DA_9vpDlsKSu3LIuEnmibloXFV5vejgwLdzN2Ml/jEtTGj2Wd0ypZsT0PwXKmyelxv_zZX8t_i1Fne6KjCU),318a_Kramer R_1979.JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/Njei1SEsF5d-iXLg2ZC7aQ/drbNo8NarLalSGpyz1D36eITjNPXGe4BmYP821tTro_BanQrDpAUgWEWXd-Mlnuf/Zg6J9eH-aivVaKlB8oU4x7egnlJ_2nkMBmRP7iQEftQ),318_Kramer R_1979.JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/RzHdnkrd20Tu_Wex2rEglg/w0yZik34t2ECvBJFmBNdDLBoRz7xHJ0ngRVFRx89asfUApzVGLF4vKa_owb2BPG9/gUnJpqDWUFknzyGJ1JkIxCtUKBkXEI3LBhdxhZ3ewmM)",,,"10’ H x 30” W x 28” D (sculpture), 55 ½” H (pedestal)",Male,,,checked,,,,node/6471479935,11,Downtown West,Downtown/Seton Hill,8945,,"Conservation treatment (2018),Condition assessment (2009),Condition assessment (1991)","Full conservation treatment by Diane Fullick, Patina and guano on head and shoulders, Good condition, bird guano and some organic growth at the base, trees need to be cut back from view, the surface is dull and would benefit from a wax treatment",,5/13/2019 11:04pm
1979.007.PfA.JaPhi,Unknown,1979,850 W. North Avenue,,39.31060050292251, -76.63117362629185,Duke Ellington ES,Duke Ellington ES,James Phillips,Mural,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21217,Interior,Indoor,mural,,,,,,Male,,,,,,,,7,Reservoir Hill,Penn North/Reservoir Hill,6416,,,,,5/15/2019 4:32pm
1979.001.PfA.RoAse,Unknown,1979,2095 N. Warwick Avenue,,39.284350000000074,-76.69003999999995,Robert Coleman ES,Robert Coleman ES,Robert L. Aselage,Mural,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21229,Interior,Indoor,mural,,,,,,Male,,,,,,,,8,Irvington,Allendale/Irvington/S. Hilton,2215,,,,,5/15/2019 4:32pm
1979.008.PfA.HaSch,Untitled,1979,801 W. 37th Street,,39.332331,-76.629622,Hampden ES,Hampden ES,Hans K. Schuler,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21211,North wall,,terra cotta,,"1979.008.PfA.HaSch-Photo2015.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/kLh-vbXdnqg9t5YPUCvv6g/MF4Gw2Xi_gOH1FMOvSmJRNJNhseoxGcovYev0Em1LDDWxwyJTUUCwwS85B7HiH5nX8RWsSSyNWXo0TgcexSi9w/o_rA9kMGz4bu-okS-8oqa5pPbriq8ZXuxp2HDbBWpxw),1979.008.PfA.HaSch-Photo2015 (5).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/2gtFwc39UzVXh_1qn6iI0w/WWDKlZVanVAQi0bb3Xb6Pdw09sktFoFSOv-JzKlOB7a9ZWTDEKd-yNh2oY6bVOuR_okNmYLj7jXkRMOV6U5c8A/QPGk2t2xZj_rw46RfkWntfG9g3ZW2art5LlOmwm96DI),1979.008.PfA.HaSch-Photo2015 (3).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/-ByIEpBR5Z9tHvarbc8Lpg/OWCaDslPXTzC-EaEv3vnTaG_TkVnvtNBR-Th5Q-FzgYhPU2Z-rRsCkEyoIieywFDPZ3NHpbvK9EGZjDx8_nrKg/tvVkFMuuuW-xxi3yybWcEOt3zlM272c_c7NvnnF7ABo),1979.008.PfA.HaSch-Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/K_P5lyp668YIHkKoMa2COg/GnQqFtgb65XgIKlqsf8JF7sKhmrr9P8pZzKIOpb2ELkB_Pn3JvVH1RFqBJrHAkTeAI24pIFkwzY-87nypX78iQ/QrwjsAlRKi4PqLysg-1pX-cno8jQG3uLQDUdeQ_tepQ)",,,,Male,,,,,,,,14,Hampden,Medfield/Hampden/Woodberry/Remington,7460,,,,,5/15/2019 4:32pm
1978.032.BWB.DuThi,[Unknown],1978,1901-1921 62nd Street,Street name,39.3174083,-76.5306437,Hollander Ridge - Maintenance Building,,Duane Thigpen,Mural,demolished,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),,,,,Baltimore,MD,21237,,Outdoor,painted mural,,,,Uncertain if it is demolished but seems likely as the Hollander Ridge housing complex was demolished c. 2000,,Male,,,,,,,,,,,7951,,,,,12/2/2022 9:21am
1978.031.BWB.KeLab,[Unknown],1978,410 W. Fayette Street,,39.2906267,-76.6239926,Order of the Sons of Italy,,Kevin Labadie,Mural,in place (check),,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Staff Members,,,,Baltimore,MD,,,Outdoor,painted mural,,1978.031.BWB.KeLab.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/LjLm-Z52sCxd1eftReBEgg/TgAo021e3Ec2xg570hZTd7WFMTQSdA-fXFeh0FVZmsbl-jYEQakmtr03xbsxJF22/jkGNxyLWY1jjKYqTMbYkJuN6kpWVCmTjWZ4SxfHIAD4),,,,Female,,,,,,,,11,University Of Maryland,Downtown/Seton Hill,9639,,,,,12/2/2022 9:21am
1978.038.BWB.LoSmi,[Unknown],1978,2517 N. Charles Street,,39.3183235,-76.6189417,New Directions for Women,,Lorraine Smith,Mural,,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),,,,,Baltimore,MD,,,Indoor,painted mural,,,,,,Female,,,,,,,,12,Charles Village,Greater Charles Vill./Barclay,6935,,,,,12/2/2022 9:21am
1978.037.BWB.MaMul,[Unknown],1978,Lombard Street & Market Place,Intersection,39.28792892274863, -76.6068162971717,Community College of Baltimore Downtown Campus,,Maureen Mullaney,Mural,,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Del Rey Loven,,,,Baltimore,MD,,,Indoor,painted mural,,,,,,Female,,,,,,,,11,Mount Vernon,Midtown,2714,,,,,12/2/2022 9:21am
1978.041.BWB.KeLab,[Unknown],1978,3411 Bank Street,,39.2976902,-76.6002157,South Eastern Health District,,Kevin Labadie,Mural,,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),"Patricia Alexander,Steven Price,Robert Owings",,,,Baltimore,MD,,,Indoor,painted mural,,,,,,Female,,,,,,,,12,Oldtown,Jonestown/Oldtown,1123,,,,,12/2/2022 9:21am
1978.034.BWB.GeGom,[Unknown],1978,Wyman Park Drive,,39.3225399,-76.62174,Wyman House,,Gerardo Gomez,Mural,,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),,,,,Baltimore,MD,,,Indoor,painted mural,,1978.034.BWB.GeGom.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/ZZ6K2kZ1YQsUuKwRAAzmFg/naHUbNi8n53Eywl9yYE40rGvKIw0WdcFKZRf86jpaPk2qtt1hDHXooamQrQ1aSoW/oLAlpikV0Xh9KZiLGy8VC_fLXPiNhjFfvQPnxhDwP0Q),,,,Male,,,,,,,,14,Remington,Medfield/Hampden/Woodberry/Remington,9062,,,,,12/2/2022 9:21am
1978.035.BWB.LeMcD,[Unknown],1978,4940 Eastern Avenue,,39.2901622,-76.5493012,D Building - City Hospitals,D Building - City Hospitals,Leigh McDonald,Mural,,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),,,,,Baltimore,MD,,,Indoor,painted mural,,,,,,Female,,,,,,,,1,Hopkins Bayview,Orangeville/E. Highlandtown,9107,,,,,12/2/2022 9:21am
1978.038.BWB.JoHil,[Unknown],1978,Broadway,Street name,39.2956966,-76.5940162,"Phipps Clinic, Johns Hopkins Hospital",,Joseph Hilton,Mural,,Private Property,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Suzette Power,,,,Baltimore,MD,,,Indoor,painted mural,,,,,,Male,,,,,,,,12,Dunbar-Broadway,Perkins/Middle East,6384,,,,,12/2/2022 9:21am
1978.036.BWB.NiAum,[Unknown],1978,4940 Eastern Avenue,,39.2901622,-76.5492959,Children's Psychiatric Clinic City Hospital,,Nicholas Aumiller,Mural,,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),John Stevenson,,,,Baltimore,MD,,,Indoor,painted mural,,,,,,Male,,,,,,,,1,Hopkins Bayview,Orangeville/E. Highlandtown,6456,,,,,12/2/2022 9:21am
1978.040.BWB.JoHil,[Unknown],1978,2701 N. Charles Street,,39.3208812,-76.6188701,American Red Cross,,Joseph Hilton,Mural,,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Steven Price,,,,Baltimore,MD,,,Indoor,painted mural,,,,,,Male,,,,,,,,12,Charles Village,Greater Charles Vill./Barclay,6513,,,,,12/2/2022 9:21am
1978.033.BWB.DuThi,[Unknown],1978,1821 N. Smallwood Street & Pennsylvania Avenue,,39.309134,-76.6542457,Social Service Center (Waiting Room),,Duane Thigpen,Mural,,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),,,,,Baltimore,MD,,,Indoor,painted mural,,,,,,Male,,,,,,,,7,Coppin Heights/Ash-Co-East,Greater Rosemont,7348,,,,,12/2/2022 9:21am
1978.042.BWB.DeLov,[Unknown],1978,Broadway,Street name,39.2969568,-76.5953844,"Phipps Clinic, Johns Hopkins Hospital",,Del Rey Loven,Mural,,Private Property,,,Beautiful Walls for Baltimore (BOPA),,,,,Baltimore,MD,,,Indoor,painted mural,,1978.042.BWB.DeLov.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/nl41SztV7ajQn-4jeA-SoA/0WDYFjcecqnARGiyD4dm545d8E_Oy4ChzZHt9Yee_H9ElBC1YSKgMIGne4aHYzi4/WdD5ni8j_09lcgqLnDeaavvdbyYznSk85roHUtkvYUA),,,,,,,,,,,,12,Dunbar-Broadway,Perkins/Middle East,1531,,,,,12/2/2022 9:21am
1978.024.XXX.PaShe,Archimedean Spiral,1978,333 Cassell Drive,,39.288686,-76.551832,Johns Hopkins Bayview Alpha Building,,Paul Helmsley Shephard,Sculpture,,Private Property,,,,,,,,Baltimore,MD,21224,East side grassy area,Outdoor,aluminum,,,,,9 x 12 x 11 ft.,Male,,,checked,,,,node/9987317291,1,Hopkins Bayview,Orangeville/E. Highlandtown,3386,,Condition assessment (1991),"pit holes, very dirty, grass clippings around base",,8/29/2022 11:54pm
1978.699.XXX.FeStr,Baltimore City Fraternal Order of Police Memorial,1978,N. President Street,Street name,39.290359,-76.605948,Shot Tower Park,Shot Tower Park,Ferebee Streett-Thulman,Memorial,in place,Mayor & City Council,Baltimore City Department of Recreation & Parks,City of Baltimore - BOPA,,,,,,Baltimore,MD,21202,East side of President St at Fayette St.,Outdoor,,Uniformed man on bended knee with little girl holding hat and touching man's back,,,,,Female,,"Trash in area surounding memorial, needs attention",,,,,node/1313503951,12,Jonestown,Jonestown/Oldtown,6847,,Condition assessment (2005),"Trash in area surounding memorial, needs attention",,8/21/2022 11:09pm
