ID,Title of Artwork,Year,Street Address,Address Data,Primary Artist,Type,Current Status,Property Ownership,Agency or Insitution,Stewardship Responsibility,Program ,Artist Assistants ,Architect,Creation/Dedication Date,Arts District,City,State,Zipcode,Location Name,Location Description,Related Property,Indoor/Outdoor Accessible,Medium,Description of Artwork,General Images,Subject (Person),Comments and Notes,Dimensions,Primary Artist Gender,Fabricator,Maintenance/Conservation Notes,Save Outdoor Sculpture file on record,Funding Source,Wikipedia URL,Year Accuracy,osm_id,Council District,Neighborhood,Community Statistical Area (CSA),4 digit UID,Survey,Activity,Activity Notes,Ownership Accuracy,Latitude,Longitude,Modified
1974.017.WPP.DoDun,,1974, 500 Holliday Street,,Donald Duncan,Mural,painted over,,,,Wall Painting Project,,,,,Baltimore,MD,,,Police Stables (Entrance on Fallsway),,Outdoor,painted mural,,"1974.017.WPP.DoDun (3).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/PIK2jf_wuh4FH-SLDhWkqg/TzRPjuiKLtHeSkvCFSDPSX6_upUUGbzY4o-ARJLvCHZe1fm0NAVYJMKlZZn3m4eD/EeAZ8w42GkfTKnM4sia3AfXfADf7lkbBKlPx4GUyhqM),1974.017.WPP.DoDun.JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/-ODR001jBCZ5eaCf31T4CA/aagJ8Or93ZxiE2tA7UXGpvdwZ_x7w48kE3vzGbPJ36j5R5UrarjhNfP_VEaubWfC/A8udf247jwpoBrdfLGnli2xEkhGlWgJI9T9dekB2I20),1974.017.WPP.DoDun (2).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/_dlKhFlzSSR9UOtDumGrng/XSlTNFcA7aSL2FHaTnj8kkWaOgB52tPlc2VuQh3F91_Bpz1cd3EF8hW-WcFftwQ-/EVRGb4wIVviPe1WTidlpcKpn4H4DpXyELhbb97zKiUU),1974.017.WPP.DoDun.jpg (https://v5.airtableusercontent.com/v1/13/13/1670227200000/vra1O_yvYxXqFQ-QTPoTMA/rFS3zc3NBXEamDns7uJZC7EOe6-dciJMi5aPFxqkqxppkMmKRQSVBfWQzbpZKDwu/ueNw_QxlGHReMzwLa46_RqmvfYAIowOv-mWm2FF09FY)",,Painted over around 2019-2020,,Male,,,,,,,,,,Oldtown/Middle East,7393,,,,,39.295744,-76.610170,12/4/2022 11:36pm
1974.018.WPP.RoJoh,,1974,Druid Hill Avenue and Jasper Street,Intersection,Robert Johnson,Mural,"removed,demolished",,,,Wall Painting Project,,,,,Baltimore,MD,21201,,,,Outdoor,painted mural,,"1974.018.WPP.RoJoh.JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/gjBqR6aLWZpFu1K5kclWDQ/nhlKmJwF5l6bBpJsd-DCALIpuxMBdIl_MMPQ3LYuEv2zO75sNkPKEQk1f9sbZvEO/t1bGNYUNRHFtzQ4w8McB7vyrkY7FfkmrXltzg1sW-Z0),1974.018.WPP.RoJoh (7).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/lrVpXg0O_hNtpL1ZWa9uzA/kPShsRPT0acnG3_gfpU4eM5NofbKE2ntsEN43BOFPQg1eeTofxlABdKO6wzaWqmu/uqXUHJExNxd3RKCpHXhbsZLff9Tlyd6Mr66XakDhIh4),1974.018.WPP.RoJoh (6).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/KQ28RrkzKVnfsbaD2DA4Vg/so_c4c0ZvIO8pkejDvuX0Rq1gbFGEXpaAj_svtia37pdsWYHowj-cr2_yIP0ptA4/KWcKDuENGosQB6fQSQheiqB4x6xtUetZs_Gwh0d8mDA),1974.018.WPP.RoJoh (5).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/Fzeiw9vkh_2YQ2KbQuzPIg/4W3PtCW0BbxwhUjchPjT-P58nfY1xx69Tpq-SOfP_vCXERTX6a1sFoCjlLw7JIm4/6_MFvvaeAIjWHlmeos62IOnsEzNaEE1VK6gNI5kbi78),1974.018.WPP.RoJoh (3).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/nbtXu_YqPBzG6JwNESMnaw/U3-l5_Gtnq3Fi0JSaeEMKTRNQ5scO9AUvDQSN7z_Zns56n5mD5blBwjnruzUfnr5/XB3Pl81fZNZxyeEM9--q6Eq4sDrxbUJXXcUZHfDDKPg),1974.018.WPP.RoJoh (2).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/IGPDNOvbprsk2L8fw0h_iA/_60tcz7lTP9R-scjqffZoBVs_DN2MawGamYgXHSXuTQmNJKHeBuT-ojJljGtfHip/5iFasFWWfu7MVTv4EHplM1fWRXd9zJWP2m85kROxIW0),1974.018.WPP.RoJoh.jpg (https://v5.airtableusercontent.com/v1/13/13/1670227200000/S2H0JScINEd_l4i1f2AGKw/-WAPNHRAwMHZPLlsfLYHID63I70GcES1NcjRTTNj9hsV13CxMyDZeBrXV6sRTamg/3du2MPt1gkCpB-z3EaEVe3s3ReHxMq3oMu_TbeC42_c)",,,,Male,,,,,,,,11,Seton Hill,Downtown/Seton Hill,8273,,,,,39.2958549,-76.6219222,12/4/2022 11:30pm
1974.004.WPP.WaCam,,1974,1617 Calvert Street,,Wayne Cambern,Mural,removed,,,,Wall Painting Project,,,,,Baltimore,MD,21202,South side of building facing pocket park,layer underneath Charles Lawrence mural,,Outdoor,painted mural,,"1974.004.WPP.WaCam.JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/yf0tEaMsHawjwRooLP4HYg/hqsLZp4F9kijQdPxnLiOX4bg5DS67C7NKezSJgHWkCIXZHv9VIshDhQbKJfAXlW8/mHHkFwq3WjwvaStsI26oQQ8K7t7fGxQ1sQFlTvk14XY),1974.004.WPP.WaCam (5).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/rYamKPMD2ZUUTGIMW_qjaA/pO8azV4x4oy4QTJBh7I3m-1NvR21r8weTqB4ELT9TpNINDuYmtSehG80LDsE6jeV/q2qnT3nc5VYT-LZiHKZZQ_WRmfflbNMqoL0YuaeLxzE),1974.004.WPP.WaCam (4).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/5CBruwNimEQH4GN_RU9w_A/cBdg3tm2RSb7Cm46qWDgYkhGlDq3J9fRgY4zIPnbZmswlXSfQlJIeY2GC_8KTnFG/lA7StLq0DrPvlGgNkNgGb_HHJEHoEkHVBFU4a6H16kY),1974.004.WPP.WaCam (3).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/5kN7kIZG2ehyZf-NgN7ckw/OFXUHXsMnV8Z0eW175Z82FQeQwgrhhx2OxMnP72DMnJ8QuWuiUQbr7KSU5BvfBg_/7RPDcH_MvhPjM6J-7uafmvQywbwulY2z83kBBxPrU2Y),1974.004.WPP.WaCam (2).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/qNnd0VuMs4iRVOsRitHW4A/89tP3K__DNEjK0qj3zTffk9O6xQOaHOrllOC3kGGRjM-hxMx3nWYeGDs1Pfda6ru/4yiOilTQw-0LGcSCu39BbhT7sq6DM257_ZfgbCJI3kQ),1974.004.WPP.WaCam.jpg (https://v5.airtableusercontent.com/v1/13/13/1670227200000/CM3WCdqdQNUYjfngFGXvaw/SkGHBumPYtdaYc4d8Cj5FbhGmMKKVnOIXBA0TOX2gjTOofEKiyozGkNUH3i_gnwu/S7I_-seWODaLKhcHFPMj0K6XIh9rp7ZjIuk6d0Vqtqk)",,,,Male,,,,,,,,10,Brooklyn,Brooklyn/Curtis Bay/Hawkins Pt,6535,,,,,39.308174,-76.6133549,12/4/2022 7:45pm
1974.020.WPP.HiBro,,1974,1741 Park Avenue,,Hilton,Mural,painted over,,,,Wall Painting Project,,,,,Baltimore,MD,21217,,,,Outdoor,painted mural,,"1974.020.WPP.HiBro.JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/kjU0y-Cc-46mfMJGz1sF2A/PobZ5lNb26QpHelbC2JIDZT9FPZzBqRhzPUJjbOXfw06-W04FbQ5v4TUi666mQ6v/F5eLg4bMmBADgq-utPUqvYJxuLznFHcY-oqJfvcUbuY),1974.020.WPP.HiBro (6).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/m9mwJvZSmWwY9ppsQ5gdAw/d7jUFyMu4v78lVgtP0x6ja8qyWyo3QnpYBKa61igojsHA3iR4uMIUCwfUhwksvxq/u4VBcoXdIRdRKSn0YYnRVtWWKVI_YZmGm4KAsIW2wQk),1974.020.WPP.HiBro (5).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/KZSd1okTvlzGQPcVFwinug/53lsMAHzxJkNol4vp4zL2dV9o_Jft6e27OM0YbUIWXYNZZoZ1rsdZH0sOqe8L0Z0/UlLDHOj7AjvEVt3uxy0ZxCczQUyforF7abaNrtl-0UI),1974.020.WPP.HiBro (4).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/FjmetYWUCCYyP1kArZ72Dg/Z9kUxj0PsoM3BIj7YwOlCPS1XIS284YRefOOkN_TOnanqbo-e88MtZEEOk5JrpvF/6UyjPHim3DfFfY2QVgJWyzmJ6-dRlc8DJFKA42koVk0),1974.020.WPP.HiBro (3).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/8hWZv5J0BYq2bXUNtAaWeA/3UoIddFnPGgKhRbj6k8d8jr4WFPH9Y4vfELD7mN31qITK-kCP4L5rTnwJiP_-9YL/Y-XeW1OH7NUjK2WJiUocYdSfX5iOR8WjR2yOiPtyiKA),1974.020.WPP.HiBro (2).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/vJ0I__qaRii76kRBWYrJDw/QO56m5BwfAzOZV7acPfuMIfmRgrxkCt4qSkZjTtK3wE3_Lp61ba0V4Ml-AhBcCN9/D5_R6DwlKk1q-iUMp5unB5Jor0lnJOeceVSh3klkWVU),1974.020.WPP.HiBro.jpg (https://v5.airtableusercontent.com/v1/13/13/1670227200000/sW_VqKkSMIwkdu4fw86_-g/OdKU2DAZHv6OHDmbVLrC5PsNQF5pJ-rvNhsnDKtLRNEVkUMZcYBiMY1ingOKqnGq/jIds1if3YELztr7qqbOzDjG5efDjSPYJWb3MyRU8E44)",,,,Male,,,,,,,,11,Bolton Hill,Midtown,9188,,,,,39.310405,-76.627748,12/4/2022 9:48pm
1974.019.WPP.NaThu,[Abstract geometric mural],1974,1811 McCulloh Street,,Nancy Thurlow,Mural,"in place,damaged/disrepair",,,,Wall Painting Project,,,,,Baltimore,MD,21217,,,,Outdoor,painted mural,,"1974.019.WPP.NaThu.JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/MiewVz8BWFPHmbgU9ha6ig/K6eVQBsaVmPYNf3_geZMaHN8q35GxKiU4J3k1G8ifEAcRTiEcf8HW9IICer9tOZn/L0bN5MM-AlM2zSlxPpSDXlkQJm3wUuqWdnd4pp0iPPg),1974.019.WPP.NaThu (9).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/64tAAK2cbqW_rkdSjszOKg/kOHJKj0gp_9tfV2BZjf3GmAgoBPNDqK9tYMbTbABdqW3YZzsD7mEXLkVjbkTThMo/gOWh79XAJGsLtdC9WIz_e88AtkWxAQ_7yeai-3ufojE),1974.019.WPP.NaThu (8).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/EPkbNjOlz5_dtDfb-7kOVw/aYsRcne-Q6Ai6Azz2hbnzGSMJF9YnRUhl-nInFf45bsTi7DTb5eMFCApIBwc22ar/50vT7XB-KCFK4hGrSXPYzxAbzCF5UKkda3E2Apph3zo),1974.019.WPP.NaThu (7).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/_7k6IabCaKmyTEIY2qoDFg/REffbz7HBmbwSQwc7MXgPhu8LY-BfweJsp5ZNP6D9impZVrjK_Gwpuni8VB7pd1K/k4J9GYcKFKfOaO2X_mL0glHnhRv4UO7AerdEJxehguE),1974.019.WPP.NaThu (6).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/t2QWOio23QxNCYJhAYmD3Q/QouA2jse7HXZlxNdfkNmV7L0Kx5FJfg9uO1W4jGV1cSNtQOdtc0979-Q3o9rJRDA/Ak2YwZkMLZ36X6R68cqqd0mEBKhF6EtzNhWediLU3ZY),1974.019.WPP.NaThu (5).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/7AAyTr1z8-EJtzxthxFxyA/0V3uBUZlUG10TZ031EiPOw_IbSFBsjhUgXcPe5zTIS34HVhAidilf_lJqjmkIqS2/4UW5dJFIhsbpJ2xpoF_3RSc6A-Y_FlZiOEEC78DHJS4),1974.019.WPP.NaThu (4).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/PCzwOzuMvljOGMpUncj7rw/hQiYicx2pw1l_hezqrpRo0RtE_XCXPDE-LBD7CUtaodUZshprfJPTHE1XsLQFr6V/kQFzCHExVtaCGujkeQauOraJrn5n3KFwrzjr4obmaFc),1974.019.WPP.NaThu (2).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/AxtZg1psIUhanhCsStHBvg/wGryUxG-B_cvYCAKx12nwcb-RkyBWgw-RkAyrTuEN171Pb1fdi-WeQ72sW32oJEh/vOiXbUnphFKRlgrRNo3KlOmrtkqx4ybGv9MA_kwzvsc),1974.019.WPP.NaThu.jpg (https://v5.airtableusercontent.com/v1/13/13/1670227200000/-I2eVlgmCApqItqCEc6PuQ/C8LNEdXTI3ocYRrwfUJyicHwkb3JhqSIdypSiSXVt4xaytcndRWtjiB1iHFQky1y/EpBADtpFOTDcI4ydowzhtqXCWLlTNLNxy0glvMxibiw)",,,,Female,,,,,,,,11,Madison Park,Upton/Druid Hts,3987,,,,,39.306903,-76.632926,12/4/2022 9:48pm
1974.012.WPP.AuSch,[Group of beveled rectangles],1974,1631 Mulberry Street,,August Bill Schmidt,Mural,in place,,,,Wall Painting Project,,,,,Baltimore,MD,21223,,,,Outdoor,painted mural,,"1974.012.WPP.AuSch.tif (https://v5.airtableusercontent.com/v1/13/13/1670227200000/A7J6qvOl8NOBWpp0qZDcIQ/9dq9paA3tAffK3ALIGq2qQscFUmzIqa7j0gfKCS9OKkOh5BlDAkqNffE8n0zuBpy/-k-uX7tlRgJFP3klEIU21xpg83FYXHCjfYuEk7mnKWM),1974.012.WPP.AuSch.tif (https://v5.airtableusercontent.com/v1/13/13/1670227200000/78DUokOTglnE95uljkUqtg/7s423GUzS09woWB8H4NbXZSzivRud7ziICsNLuIztelLCKSfyjG-LpNT_8TYfKm1/cHfNKcq4_mti_S2MN0Z1OYczOIEi1tFsFd3WOzB0oTY),1974.012.WPP.AuSch.JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/c42p_Isy8WCohSCyfbadkA/5jl95aCwRl1R1nQJKH79cToa6RO8QdkZkhbfOiVl1uWZTG-lcp7UKhPUIb5qWSag/FazRGiyWDRV7J8klkjz2_XqhMXUmZzl1hj4L_5YtIL0),1974.012.WPP.AuSch (5).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/Tn5l469y4wWVG0H4UoV3sg/UAzHOUvutcRM64bYmm5JpwXuxlERyva95BREtz9Z72aWACEd1UuTplXAZqQ0TbD6/ms7nxt02Z6FJNAneB079oqBddFV4PS9ZNB5YBsnU0GI),1974.012.WPP.AuSch (4).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/zhCYmD0D4j2To37Pk_Qeqg/hR4Cpm1X2aPfPekf1WoE8YYg8-UM4hrroODd7PO5o-2Fn-dxCKZeGt1n01qL_cz0/RsmdNM8GhYHrCear1KGV0ua8aThr76CQcqia_TTi12A),1974.012.WPP.AuSch (3).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/dlKyG7TWTGP6f0dsqRcQPA/K_AoQQ0RQq5WbzB__vDoXHRmtYF5ndplrsCrsZ5_hOZGqyCY4Z5ar-mPpTCzf0ci/GCv_GqKL6O784UWdvIgnJpxnVqUk3df8BNmcnXAcGRM),1974.012.WPP.AuSch (2).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/FPfIbUJ6usbxHK4Vm7TDZg/i1EVihWiEefCaXmIgL00a-gOsVB9fmQA3gaRQ2t-J9dtJvbZItYNfyyZ3ZDe4o2s/1wpA9x9QHU8Vr42g1i9eXI0Psq3qL5a8Sh0P5IoCeuY),1974.012.WPP.AuSch.jpg (https://v5.airtableusercontent.com/v1/13/13/1670227200000/n5SptYODp6dSbAuOhQEJTA/uNkRiWfTeezYFvuFjhhyke3t9kFXH2nhdvRyBy-dYO3brPbAIx_Xl-9uSv28vJdy/CHPMVsAL46EFIWLnxwoY5VzTHMJv9iG37XXhj97uNBM)",,,,,,,,,,,,9,Franklin Square,Southwest Baltimore,1903,,,,,39.292900, -76.643870,12/4/2022 7:45pm
1974.013.WPP.BoHie,[We The People],1974,Lafayette & Saint Paul Street,Intersection,Robert Hieronimus,Mural,in place,,,,Wall Painting Project,,,,,Baltimore,MD,21202,111 E. Lafayette Avenue,,,Outdoor,painted mural,,"1974.013.WPP.BoHie.tif (https://v5.airtableusercontent.com/v1/13/13/1670227200000/Y9RvyCZm6_37lDxRIfwuDA/EdcQu9qZMMP63r4WvRBLHW5OSmY_I684W092V7KxPXXaRjT3ffvl_Gg_JlUfPKQp/XRqkq7nupEySDx-Bo6l1a47oZVEAS9QjlmR090pNRyA),1974.013.WPP.BoHie.tif (https://v5.airtableusercontent.com/v1/13/13/1670227200000/rf49BOhUkBGNTxYzeYrNgA/ICWyWdcAmaVwF6I4lzXRnsuPKV0gTVYUm7UBXBkiRr6kgap7288gCEakAQ7ZT4Fw/VdCfrGxbWt4zfKCnCVXEd27BuFCz9gxBkYbxxGaghto),1974.013.WPP.BoHie.JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/j3RzSfbED8ku-GqBAYsLMQ/3ZIG9scEVovNgBb1WbRw88ZzXW661o43CN7hl2kO7HduT9hGRqFPLt93vvR3VM84/LQxFgJ9tSzUK1z-bSZ2TfVsRSC_4XQ3AkXD49__FHCw),1974.013.WPP.BoHie (6).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/q5bUbeXDyJ-77SBAS4ugSg/ux9oKqG03XZfq8B1OTJDchwxACmuqbIrwqjKH7mOPBOQM93G6fXQo5t0OKN4HBbn/OdH21ZCexwrgAxRTAPf1CRVBtAe2ezNud29wEmdHva4),1974.013.WPP.BoHie (5).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/aIgD6oCKt6Nr53Ah7ZKEZw/YwOSjBxuJYB7Onr4_YoDPkKBC9Q1Vjxh6WvKEiOGhtkaXa5sNLv4Wv0WYbAcXJAt/f63h18_IIWdG0bo2NOFEzsgqnEgnNdkEwK-uwUS3ayA),1974.013.WPP.BoHie (4).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/eD6LmB_DEzQLOd7okyzB7w/dzcOuChOLyNNX9YZCQMoQ2TUSXV2L8Gt7n7VRZo34QrSyDt7FvSJW8e_WSW5Mw7o/ppDVsAwzkvI38z7VtzuZXmg-0IwwpdJnctl2YQD5PiU),1974.013.WPP.BoHie (3).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/Ixo_4sTUwIUxBlCL58y1rA/6AX4ARgFgs1dePuTd_RSitE4cdkUxcYEAnJspeAuHHOgpctz62DBB5OFQUqhZSqO/d9Pl7oiI2u5_VS9ZkG3uzrq0UIVBSeCe1-IP-cmtX0c),1974.013.WPP.BoHie (2).JPG (https://v5.airtableusercontent.com/v1/13/13/1670227200000/2IyfUpB5H4XsdoGZQRWoLg/bmXjtwmuXeyAtJqkNxczGFKQRT7OGsAbfy061T8Cc7AvU8OrJ9MtCmBy9zc-BLd6/gPW1n86_Q4WrTQA6tKnpgKgVPaallv92qBankT2Ao5g),1974.013.WPP.BoHie.jpg (https://v5.airtableusercontent.com/v1/13/13/1670227200000/bVfouWEsrKgJstQOIRN24Q/6yCvlSS0tCXAtBZpxft4eFVC_Qqi3hr7wB9m8LsVFvhMAKpgH9lujrZ08DB38CjB/uYQseNKcUKsq6uCiPExylnvp8xnIdr0UYeZHyJ4FTs0)",,,,Male,,,,,,,node/4876916855,12,Charles North,Midtown,1672,,Mural restoration (2003),"Restoration in 2003 by Robert Hieronimus, Justin Williams, Kasey Jones, Lauren DeMarsh, Megan Jang, Zoe Daniel, Billy Mitchell, Annie Rochelle, Ashley Pratt, Jimin Choe, Valerie Chavez, Mai Huong Huynh-Teage, Colleen Collins, Elisabeth Gambino, Greg Gannon, Lorraine Imwold",,39.309716,-76.614498,12/4/2022 7:45pm
1974.014.XXX.JeJoh,Catch the Wind If You Can,1974,120 McMechen Street,,Jeffrey Nels Johnson,Sculpture,,,,Maryland Institute College of Art,,,,,,Baltimore,MD,21217,Maryland Institute College of Art,,Maryland Institute College of Art,Outdoor,"steel,steel cable",,,,,,Male,,,checked,,,,,11,Bolton Hill,Midtown,9985,,Condition assessment (1991),"rusting, missing bolts, needs bolts and painting",,39.3099832,-76.6280457,12/4/2022 7:45pm
1974.008.PfA.MoVos,Colors in Harmony,1974,1200 N. Fremont Avenue,,Mohsen Vosough,Sculpture,in place – unconfirmed,Mayor & City Council,,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21217,William H. Pinderhughes ES,Lobby wall,William H. Pinderhughes ES/MS (Formerly George G. Kelson ES),Indoor,painted steel,,DSC_0348.jpg (https://v5.airtableusercontent.com/v1/13/13/1670227200000/cEoiYJSv2Q2jnuv7IaRXPQ/DHbKABUcW2qTX165i6VpwOyvaBSMoNFG7ym8XkyCSzbGSDaoS9vgo74tWMDznJ2I/74wwjDwkD_WIYLD_BTTiuo2cv-DGSoH8zc5bagFL5t8),,,,,,,,,,,,9,Sandtown-Winchester,Sandtown-Winchester/Harlem Pk,2499,,,,,39.3029409,-76.6399357,12/5/2022 12:03am
,Head (Tête),1974,10 Art Museum Drive,,Joan Miró,Sculpture,in place,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,Ryda and Robert H. Levi Sculpture Garden,,Baltimore Museum of Art,Outdoor,bronze,,,,, 33 x 43 x 49 inches,Male,,,,,,,node/8908165931,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,,,,,,39.326707,-76.618257,11/12/2021 10:39pm
